ensembl_id,ensembl_base_id,gene_symbol,gene_description
ENSG00000256973.1,ENSG00000256973,AC053513.2,NA
ENSG00000256995.8,ENSG00000256995,AC084816.1,NA
ENSG00000257017.9,ENSG00000257017,HP,NA
ENSG00000257027.1,ENSG00000257027,AC010186.3,NA
ENSG00000257038.1,ENSG00000257038,AP002761.3,NA
ENSG00000257043.1,ENSG00000257043,SRSF3P1,NA
ENSG00000257045.1,ENSG00000257045,AC016746.1,NA
ENSG00000257048.1,ENSG00000257048,LINC02417,NA
ENSG00000257052.1,ENSG00000257052,AP003721.4,NA
ENSG00000257057.3,ENSG00000257057,C11orf97,NA
ENSG00000257058.1,ENSG00000257058,AP001363.2,NA
ENSG00000257060.7,ENSG00000257060,AC091078.1,NA
ENSG00000257067.6,ENSG00000257067,LINC02703,NA
ENSG00000257084.1,ENSG00000257084,MIR200CHG,NA
ENSG00000257086.1,ENSG00000257086,AP001453.2,NA
ENSG00000257093.7,ENSG00000257093,DENND11,NA
ENSG00000257097.1,ENSG00000257097,CLIP1-AS1,NA
ENSG00000257103.8,ENSG00000257103,LSM14A,NA
ENSG00000257108.2,ENSG00000257108,NHLRC4,NA
ENSG00000257114.3,ENSG00000257114,LINC02450,NA
ENSG00000257122.5,ENSG00000257122,RRN3P3,NA
ENSG00000257135.7,ENSG00000257135,ODC1-DT,NA
ENSG00000257150.3,ENSG00000257150,PGAM1P5,NA
ENSG00000257167.2,ENSG00000257167,TMPO-AS1,NA
ENSG00000257176.3,ENSG00000257176,AC009318.1,NA
ENSG00000257178.5,ENSG00000257178,AC103702.1,NA
ENSG00000257185.2,ENSG00000257185,LINC02293,NA
ENSG00000257202.1,ENSG00000257202,AC084398.2,NA
ENSG00000257210.1,ENSG00000257210,NACAP8,NA
ENSG00000257218.6,ENSG00000257218,GATC,NA
ENSG00000257219.6,ENSG00000257219,LNCOG,NA
ENSG00000257221.4,ENSG00000257221,AC007569.1,NA
ENSG00000257222.1,ENSG00000257222,AC079907.1,NA
ENSG00000257225.1,ENSG00000257225,AC079601.1,NA
ENSG00000257239.1,ENSG00000257239,AC090630.1,NA
ENSG00000257241.1,ENSG00000257241,AC078922.1,NA
ENSG00000257242.8,ENSG00000257242,LINC01619,NA
ENSG00000257243.1,ENSG00000257243,AC020612.1,NA
ENSG00000257246.1,ENSG00000257246,PHBP19,NA
ENSG00000257252.6,ENSG00000257252,AC124947.1,NA
ENSG00000257258.2,ENSG00000257258,AC012150.1,NA
ENSG00000257259.3,ENSG00000257259,LINC02388,NA
ENSG00000257261.6,ENSG00000257261,AC008014.1,NA
ENSG00000257267.3,ENSG00000257267,ZNF271P,NA
ENSG00000257270.1,ENSG00000257270,AL928654.2,NA
ENSG00000257275.6,ENSG00000257275,AL139020.1,NA
ENSG00000257279.1,ENSG00000257279,AC127164.1,NA
ENSG00000257283.1,ENSG00000257283,AC012464.1,NA
ENSG00000257285.6,ENSG00000257285,AL132780.1,NA
ENSG00000257298.1,ENSG00000257298,AC008147.2,NA
ENSG00000257303.2,ENSG00000257303,AC073896.2,NA
ENSG00000257307.1,ENSG00000257307,AL162311.2,NA
ENSG00000257315.3,ENSG00000257315,ZBED6,NA
ENSG00000257322.6,ENSG00000257322,AC138123.1,NA
ENSG00000257335.8,ENSG00000257335,MGAM,NA
ENSG00000257337.7,ENSG00000257337,AC068888.1,NA
ENSG00000257345.2,ENSG00000257345,LINC02413,NA
ENSG00000257354.2,ENSG00000257354,AC048341.1,NA
ENSG00000257365.8,ENSG00000257365,FNTB,NA
ENSG00000257376.1,ENSG00000257376,AC079601.2,NA
ENSG00000257398.8,ENSG00000257398,AC126177.3,NA
ENSG00000257431.1,ENSG00000257431,AC089998.1,NA
ENSG00000257433.6,ENSG00000257433,AC004241.1,NA
ENSG00000257443.1,ENSG00000257443,AC068305.2,NA
ENSG00000257446.4,ENSG00000257446,ZNF878,NA
ENSG00000257464.1,ENSG00000257464,AC125611.1,NA
ENSG00000257489.6,ENSG00000257489,AC010203.1,NA
ENSG00000257497.2,ENSG00000257497,AC121761.1,NA
ENSG00000257501.6,ENSG00000257501,PAFAH1B2P2,NA
ENSG00000257509.1,ENSG00000257509,AC073487.1,NA
ENSG00000257511.1,ENSG00000257511,AC084824.1,NA
ENSG00000257512.1,ENSG00000257512,AC124947.2,NA
ENSG00000257513.7,ENSG00000257513,NPIPB1P,NA
ENSG00000257524.6,ENSG00000257524,AL157935.2,NA
ENSG00000257526.2,ENSG00000257526,AC107032.2,NA
ENSG00000257531.2,ENSG00000257531,AC008147.3,NA
ENSG00000257534.1,ENSG00000257534,AC023794.4,NA
ENSG00000257542.5,ENSG00000257542,OR7E47P,NA
ENSG00000257543.1,ENSG00000257543,AC063948.1,NA
ENSG00000257556.2,ENSG00000257556,LINC02298,NA
ENSG00000257557.2,ENSG00000257557,PPP1R12A-AS1,NA
ENSG00000257576.1,ENSG00000257576,HSPD1P4,NA
ENSG00000257588.1,ENSG00000257588,AC025154.2,NA
ENSG00000257591.6,ENSG00000257591,ZNF625,NA
ENSG00000257594.4,ENSG00000257594,GALNT4,NA
ENSG00000257595.3,ENSG00000257595,LINC02356,NA
ENSG00000257596.1,ENSG00000257596,SCAT2,NA
ENSG00000257599.3,ENSG00000257599,OVCH1-AS1,NA
ENSG00000257612.2,ENSG00000257612,MIR4307HG,NA
ENSG00000257621.8,ENSG00000257621,PSMA3-AS1,NA
ENSG00000257624.1,ENSG00000257624,AC004024.1,NA
ENSG00000257639.1,ENSG00000257639,AC005632.2,NA
ENSG00000257642.1,ENSG00000257642,KCCAT198,NA
ENSG00000257660.5,ENSG00000257660,ADCY6-DT,NA
ENSG00000257671.1,ENSG00000257671,KRT7-AS,NA
ENSG00000257681.1,ENSG00000257681,AC025265.1,NA
ENSG00000257696.1,ENSG00000257696,AC010203.2,NA
ENSG00000257698.2,ENSG00000257698,GIHCG,NA
ENSG00000257702.3,ENSG00000257702,LBX2-AS1,NA
ENSG00000257704.4,ENSG00000257704,INAFM1,NA
ENSG00000257711.2,ENSG00000257711,AC079385.2,NA
ENSG00000257718.1,ENSG00000257718,CPNE8-AS1,NA
ENSG00000257727.6,ENSG00000257727,CNPY2,NA
ENSG00000257740.1,ENSG00000257740,AC073896.3,NA
ENSG00000257743.8,ENSG00000257743,MGAM2,NA
ENSG00000257752.1,ENSG00000257752,AC091516.1,NA
ENSG00000257761.3,ENSG00000257761,AC078860.2,NA
ENSG00000257763.1,ENSG00000257763,OR5BK1P,NA
ENSG00000257773.1,ENSG00000257773,ST13P3,NA
ENSG00000257790.1,ENSG00000257790,EIF4A1P4,NA
ENSG00000257800.1,ENSG00000257800,FNBP1P1,NA
ENSG00000257802.1,ENSG00000257802,MRS2P2,NA
ENSG00000257803.2,ENSG00000257803,PIGAP1,NA
ENSG00000257809.1,ENSG00000257809,AC034102.5,NA
ENSG00000257815.7,ENSG00000257815,PRANCR,NA
ENSG00000257817.2,ENSG00000257817,AC026765.3,NA
ENSG00000257818.1,ENSG00000257818,C1GALT1P1,NA
ENSG00000257829.1,ENSG00000257829,AC121757.1,NA
ENSG00000257830.1,ENSG00000257830,AC021066.1,NA
ENSG00000257838.5,ENSG00000257838,OTOAP1,NA
ENSG00000257842.6,ENSG00000257842,LINC02588,NA
ENSG00000257845.1,ENSG00000257845,LINC02294,NA
ENSG00000257849.1,ENSG00000257849,AC012038.2,NA
ENSG00000257851.2,ENSG00000257851,HNRNPA3P10,NA
ENSG00000257859.2,ENSG00000257859,CASC18,NA
ENSG00000257894.2,ENSG00000257894,AC027288.3,NA
ENSG00000257896.1,ENSG00000257896,AC093012.1,NA
ENSG00000257905.1,ENSG00000257905,AC004486.1,NA
ENSG00000257906.3,ENSG00000257906,LINC02156,NA
ENSG00000257907.2,ENSG00000257907,EEF1A1P17,NA
ENSG00000257913.2,ENSG00000257913,DDN-AS1,NA
ENSG00000257918.1,ENSG00000257918,AC079385.3,NA
ENSG00000257923.12,ENSG00000257923,CUX1,NA
ENSG00000257924.1,ENSG00000257924,LINC02416,NA
ENSG00000257927.1,ENSG00000257927,MRPS36P5,NA
ENSG00000257950.3,ENSG00000257950,P2RX5-TAX1BP3,NA
ENSG00000257951.2,ENSG00000257951,AC126177.5,NA
ENSG00000257954.1,ENSG00000257954,AC125611.2,NA
ENSG00000257956.1,ENSG00000257956,NOP56P3,NA
ENSG00000257964.1,ENSG00000257964,AC020612.3,NA
ENSG00000257989.1,ENSG00000257989,AC078864.1,NA
ENSG00000258010.4,ENSG00000258010,AC016705.1,NA
ENSG00000258016.1,ENSG00000258016,HIGD1AP1,NA
ENSG00000258017.2,ENSG00000258017,AC011603.2,NA
ENSG00000258018.2,ENSG00000258018,LINC02457,NA
ENSG00000258045.2,ENSG00000258045,Metazoa_SRP,NA
ENSG00000258056.2,ENSG00000258056,AC009779.2,NA
ENSG00000258057.6,ENSG00000258057,BCDIN3D-AS1,NA
ENSG00000258072.1,ENSG00000258072,AC126177.6,NA
ENSG00000258077.2,ENSG00000258077,AC078923.1,NA
ENSG00000258081.4,ENSG00000258081,AL110292.1,NA
ENSG00000258082.1,ENSG00000258082,AL391832.3,NA
ENSG00000258084.6,ENSG00000258084,AC128707.1,NA
ENSG00000258088.1,ENSG00000258088,AC078820.1,NA
ENSG00000258099.1,ENSG00000258099,ATXN2-AS,NA
ENSG00000258101.2,ENSG00000258101,AC010173.1,NA
ENSG00000258102.5,ENSG00000258102,MAP1LC3B2,NA
ENSG00000258116.1,ENSG00000258116,PPIAP45,NA
ENSG00000258122.1,ENSG00000258122,AC044802.2,NA
ENSG00000258128.2,ENSG00000258128,MKRN9P,NA
ENSG00000258130.8,ENSG00000258130,AC106782.1,NA
ENSG00000258136.2,ENSG00000258136,AC007622.2,NA
ENSG00000258144.2,ENSG00000258144,LINC02406,NA
ENSG00000258168.6,ENSG00000258168,AC025569.1,NA
ENSG00000258171.2,ENSG00000258171,LINC02412,NA
ENSG00000258181.1,ENSG00000258181,AC008083.3,NA
ENSG00000258199.1,ENSG00000258199,AC073896.4,NA
ENSG00000258210.1,ENSG00000258210,AC144548.1,NA
ENSG00000258227.7,ENSG00000258227,CLEC5A,NA
ENSG00000258230.2,ENSG00000258230,AC063950.1,NA
ENSG00000258245.1,ENSG00000258245,RPL10P13,NA
ENSG00000258249.1,ENSG00000258249,AC125603.3,NA
ENSG00000258256.1,ENSG00000258256,AC011773.3,NA
ENSG00000258274.1,ENSG00000258274,AC012085.2,NA
ENSG00000258279.4,ENSG00000258279,LINC00592,NA
ENSG00000258284.1,ENSG00000258284,POLR2KP1,NA
ENSG00000258285.1,ENSG00000258285,TESC-AS1,NA
ENSG00000258289.8,ENSG00000258289,CHURC1,NA
ENSG00000258301.3,ENSG00000258301,VASH1-AS1,NA
ENSG00000258302.2,ENSG00000258302,AC025034.1,NA
ENSG00000258303.1,ENSG00000258303,AC012464.2,NA
ENSG00000258311.5,ENSG00000258311,AC009779.3,NA
ENSG00000258315.5,ENSG00000258315,C17orf49,NA
ENSG00000258317.1,ENSG00000258317,AC034102.6,NA
ENSG00000258320.1,ENSG00000258320,AC090502.3,NA
ENSG00000258331.1,ENSG00000258331,LINC02461,NA
ENSG00000258334.1,ENSG00000258334,AC125611.4,NA
ENSG00000258343.2,ENSG00000258343,AC090001.1,NA
ENSG00000258344.1,ENSG00000258344,AC078778.1,NA
ENSG00000258346.1,ENSG00000258346,AC079384.1,NA
ENSG00000258352.1,ENSG00000258352,IFITM3P6,NA
ENSG00000258354.1,ENSG00000258354,AC138932.1,NA
ENSG00000258359.1,ENSG00000258359,PCNPP1,NA
ENSG00000258365.1,ENSG00000258365,AC073655.2,NA
ENSG00000258366.9,ENSG00000258366,RTEL1,NA
ENSG00000258376.2,ENSG00000258376,AC004846.1,NA
ENSG00000258378.1,ENSG00000258378,AL139021.1,NA
ENSG00000258384.1,ENSG00000258384,RCCD1-AS1,NA
ENSG00000258386.1,ENSG00000258386,AL352984.1,NA
ENSG00000258388.7,ENSG00000258388,PPT2-EGFL8,NA
ENSG00000258405.11,ENSG00000258405,ZNF578,NA
ENSG00000258413.2,ENSG00000258413,AL158801.2,NA
ENSG00000258416.1,ENSG00000258416,AF123462.1,NA
ENSG00000258422.5,ENSG00000258422,AL160191.1,NA
ENSG00000258424.1,ENSG00000258424,AL512791.1,NA
ENSG00000258427.3,ENSG00000258427,RBM8B,NA
ENSG00000258429.2,ENSG00000258429,PDF,NA
ENSG00000258433.2,ENSG00000258433,AC087633.1,NA
ENSG00000258439.1,ENSG00000258439,AC007956.2,NA
ENSG00000258441.1,ENSG00000258441,LINC00641,NA
ENSG00000258443.1,ENSG00000258443,AC005225.1,NA
ENSG00000258450.1,ENSG00000258450,AL139099.2,NA
ENSG00000258451.1,ENSG00000258451,EGILA,NA
ENSG00000258454.1,ENSG00000258454,AC016526.2,NA
ENSG00000258457.5,ENSG00000258457,AL132780.2,NA
ENSG00000258458.8,ENSG00000258458,AL160314.2,NA
ENSG00000258461.5,ENSG00000258461,AC012651.1,NA
ENSG00000258469.1,ENSG00000258469,CHMP4BP1,NA
ENSG00000258471.2,ENSG00000258471,AL161668.3,NA
ENSG00000258472.9,ENSG00000258472,AC005726.1,NA
ENSG00000258474.1,ENSG00000258474,LINC02313,NA
ENSG00000258476.6,ENSG00000258476,LINC02207,NA
ENSG00000258477.1,ENSG00000258477,PPIAP6,NA
ENSG00000258479.6,ENSG00000258479,LINC00640,NA
ENSG00000258484.4,ENSG00000258484,SPESP1,NA
ENSG00000258489.4,ENSG00000258489,AC027013.1,NA
ENSG00000258498.8,ENSG00000258498,DIO3OS,NA
ENSG00000258512.1,ENSG00000258512,LINC00239,NA
ENSG00000258515.1,ENSG00000258515,AL355075.2,NA
ENSG00000258520.1,ENSG00000258520,AL359317.1,NA
ENSG00000258521.1,ENSG00000258521,AL157871.2,NA
ENSG00000258524.1,ENSG00000258524,NT5CP1,NA
ENSG00000258526.7,ENSG00000258526,AL049828.1,NA
ENSG00000258527.1,ENSG00000258527,ASB9P1,NA
ENSG00000258536.1,ENSG00000258536,FKBP1BP1,NA
ENSG00000258539.1,ENSG00000258539,AC068896.1,NA
ENSG00000258545.6,ENSG00000258545,RHOXF1-AS1,NA
ENSG00000258548.6,ENSG00000258548,LINC00645,NA
ENSG00000258551.6,ENSG00000258551,CRAT37,NA
ENSG00000258559.2,ENSG00000258559,AC005519.1,NA
ENSG00000258561.2,ENSG00000258561,AL359232.1,NA
ENSG00000258568.1,ENSG00000258568,RHOQP1,NA
ENSG00000258569.1,ENSG00000258569,AC007376.2,NA
ENSG00000258583.7,ENSG00000258583,LINC01500,NA
ENSG00000258586.1,ENSG00000258586,LINC02274,NA
ENSG00000258590.5,ENSG00000258590,NBEAP1,NA
ENSG00000258591.2,ENSG00000258591,PPIAP4,NA
ENSG00000258592.1,ENSG00000258592,AL391152.1,NA
ENSG00000258593.2,ENSG00000258593,AL583810.1,NA
ENSG00000258602.1,ENSG00000258602,LINC01629,NA
ENSG00000258603.4,ENSG00000258603,AC005225.2,NA
ENSG00000258604.1,ENSG00000258604,AL161668.4,NA
ENSG00000258608.1,ENSG00000258608,DNAJC19P9,NA
ENSG00000258616.5,ENSG00000258616,LINC02303,NA
ENSG00000258623.1,ENSG00000258623,AL121820.1,NA
ENSG00000258626.2,ENSG00000258626,COX7A2P1,NA
ENSG00000258628.1,ENSG00000258628,RHPN2P1,NA
ENSG00000258630.3,ENSG00000258630,LINC02292,NA
ENSG00000258633.1,ENSG00000258633,AL049870.2,NA
ENSG00000258634.3,ENSG00000258634,AL160006.1,NA
ENSG00000258636.2,ENSG00000258636,AL121821.2,NA
ENSG00000258643.6,ENSG00000258643,BCL2L2-PABPN1,NA
ENSG00000258645.2,ENSG00000258645,HSPE1P2,NA
ENSG00000258646.1,ENSG00000258646,AL049780.1,NA
ENSG00000258647.6,ENSG00000258647,LINC00930,NA
ENSG00000258654.1,ENSG00000258654,AC026495.1,NA
ENSG00000258655.2,ENSG00000258655,ARHGAP5-AS1,NA
ENSG00000258659.7,ENSG00000258659,TRIM34,NA
ENSG00000258661.1,ENSG00000258661,AL079303.1,NA
ENSG00000258667.2,ENSG00000258667,HIF1A-AS3,NA
ENSG00000258674.5,ENSG00000258674,AC011448.1,NA
ENSG00000258675.2,ENSG00000258675,LINC02308,NA
ENSG00000258676.5,ENSG00000258676,AC091544.2,NA
ENSG00000258682.1,ENSG00000258682,AL132989.1,NA
ENSG00000258689.1,ENSG00000258689,LINC01269,NA
ENSG00000258700.6,ENSG00000258700,LINC00871,NA
ENSG00000258701.1,ENSG00000258701,LINC00638,NA
ENSG00000258702.3,ENSG00000258702,AL137786.1,NA
ENSG00000258704.6,ENSG00000258704,SRP54-AS1,NA
ENSG00000258708.1,ENSG00000258708,SLC25A21-AS1,NA
ENSG00000258710.8,ENSG00000258710,LINC01193,NA
ENSG00000258711.2,ENSG00000258711,AL358334.2,NA
ENSG00000258725.2,ENSG00000258725,PRC1-AS1,NA
ENSG00000258727.1,ENSG00000258727,AL135999.1,NA
ENSG00000258732.1,ENSG00000258732,AC025884.1,NA
ENSG00000258733.6,ENSG00000258733,LINC02328,NA
ENSG00000258734.2,ENSG00000258734,AL049873.2,NA
ENSG00000258735.1,ENSG00000258735,LINC00637,NA
ENSG00000258738.1,ENSG00000258738,AL121603.2,NA
ENSG00000258741.4,ENSG00000258741,H2AZ2P1,NA
ENSG00000258743.6,ENSG00000258743,LINC02301,NA
ENSG00000258744.2,ENSG00000258744,AL132800.1,NA
ENSG00000258754.8,ENSG00000258754,LINC01579,NA
ENSG00000258768.2,ENSG00000258768,AL356019.2,NA
ENSG00000258769.1,ENSG00000258769,RAP1AP,NA
ENSG00000258773.2,ENSG00000258773,AC087636.1,NA
ENSG00000258777.1,ENSG00000258777,HIF1A-AS1,NA
ENSG00000258788.3,ENSG00000258788,CKS1BP1,NA
ENSG00000258789.1,ENSG00000258789,AL162171.1,NA
ENSG00000258790.1,ENSG00000258790,AL121594.1,NA
ENSG00000258791.9,ENSG00000258791,LINC00520,NA
ENSG00000258793.1,ENSG00000258793,AL355102.4,NA
ENSG00000258794.3,ENSG00000258794,DUX4L27,NA
ENSG00000258806.2,ENSG00000258806,OR11H7,NA
ENSG00000258808.1,ENSG00000258808,LINC02310,NA
ENSG00000258810.1,ENSG00000258810,AL133371.2,NA
ENSG00000258811.1,ENSG00000258811,AL583810.2,NA
ENSG00000258812.1,ENSG00000258812,TRAV33,NA
ENSG00000258813.2,ENSG00000258813,AL442663.3,NA
ENSG00000258815.1,ENSG00000258815,LINC02820,NA
ENSG00000258818.4,ENSG00000258818,RNASE4,NA
ENSG00000258819.2,ENSG00000258819,LINC02289,NA
ENSG00000258824.2,ENSG00000258824,AL122035.1,NA
ENSG00000258839.4,ENSG00000258839,MC1R,NA
ENSG00000258844.2,ENSG00000258844,AL162511.1,NA
ENSG00000258846.1,ENSG00000258846,EEF1A1P33,NA
ENSG00000258847.1,ENSG00000258847,AL391261.1,NA
ENSG00000258851.1,ENSG00000258851,AL139300.2,NA
ENSG00000258857.1,ENSG00000258857,AL359397.1,NA
ENSG00000258859.1,ENSG00000258859,LINC02296,NA
ENSG00000258867.6,ENSG00000258867,LINC01146,NA
ENSG00000258875.6,ENSG00000258875,AL135818.1,NA
ENSG00000258881.6,ENSG00000258881,AC007040.2,NA
ENSG00000258884.2,ENSG00000258884,LINC02321,NA
ENSG00000258890.7,ENSG00000258890,CEP95,NA
ENSG00000258891.1,ENSG00000258891,AC005480.1,NA
ENSG00000258904.1,ENSG00000258904,AL157871.5,NA
ENSG00000258907.2,ENSG00000258907,PSMB3P1,NA
ENSG00000258910.3,ENSG00000258910,LINC01956,NA
ENSG00000258913.2,ENSG00000258913,LINC02691,NA
ENSG00000258919.1,ENSG00000258919,AL049836.1,NA
ENSG00000258920.1,ENSG00000258920,FOXN3-AS1,NA
ENSG00000258926.2,ENSG00000258926,AL355916.2,NA
ENSG00000258938.1,ENSG00000258938,AL162311.3,NA
ENSG00000258940.2,ENSG00000258940,AL132639.2,NA
ENSG00000258944.1,ENSG00000258944,AC004846.2,NA
ENSG00000258947.7,ENSG00000258947,TUBB3,NA
ENSG00000258949.1,ENSG00000258949,AL049870.3,NA
ENSG00000258951.1,ENSG00000258951,KRT18P7,NA
ENSG00000258952.2,ENSG00000258952,SALRNA1,NA
ENSG00000258955.2,ENSG00000258955,LINC00519,NA
ENSG00000258957.2,ENSG00000258957,AL359317.2,NA
ENSG00000258983.2,ENSG00000258983,AL162171.2,NA
ENSG00000258984.5,ENSG00000258984,UBE2F-SCLY,NA
ENSG00000258986.7,ENSG00000258986,TMEM179,NA
ENSG00000258987.2,ENSG00000258987,AL132642.1,NA
ENSG00000258998.2,ENSG00000258998,LINC02302,NA
ENSG00000259004.2,ENSG00000259004,LINC02285,NA
ENSG00000259005.1,ENSG00000259005,AC005479.1,NA
ENSG00000259015.1,ENSG00000259015,AL442663.4,NA
ENSG00000259020.3,ENSG00000259020,AL049872.1,NA
ENSG00000259030.7,ENSG00000259030,FPGT-TNNI3K,NA
ENSG00000259033.2,ENSG00000259033,AL356804.1,NA
ENSG00000259038.1,ENSG00000259038,AL121820.2,NA
ENSG00000259039.3,ENSG00000259039,AL161804.1,NA
ENSG00000259045.1,ENSG00000259045,MTCO1P2,NA
ENSG00000259051.1,ENSG00000259051,HNRNPUP1,NA
ENSG00000259054.1,ENSG00000259054,LINC02332,NA
ENSG00000259056.1,ENSG00000259056,DUXAP1,NA
ENSG00000259062.2,ENSG00000259062,ACTN1-AS1,NA
ENSG00000259065.2,ENSG00000259065,AC005520.2,NA
ENSG00000259066.5,ENSG00000259066,AL110118.1,NA
ENSG00000259070.7,ENSG00000259070,LINC00639,NA
ENSG00000259072.2,ENSG00000259072,AL355835.1,NA
ENSG00000259075.6,ENSG00000259075,POC1B-GALNT4,NA
ENSG00000259081.1,ENSG00000259081,AF111169.3,NA
ENSG00000259083.1,ENSG00000259083,AL132639.3,NA
ENSG00000259088.1,ENSG00000259088,AL137779.2,NA
ENSG00000259092.1,ENSG00000259092,TRAV30,NA
ENSG00000259096.1,ENSG00000259096,SHLD2P2,NA
ENSG00000259100.1,ENSG00000259100,COILP1,NA
ENSG00000259104.2,ENSG00000259104,PTCSC3,NA
ENSG00000259116.2,ENSG00000259116,AL049869.2,NA
ENSG00000259118.5,ENSG00000259118,AL139022.1,NA
ENSG00000259120.3,ENSG00000259120,SMIM6,NA
ENSG00000259124.1,ENSG00000259124,AC008050.1,NA
ENSG00000259126.1,ENSG00000259126,AL161752.1,NA
ENSG00000259129.6,ENSG00000259129,LINC00648,NA
ENSG00000259130.2,ENSG00000259130,AL133371.3,NA
ENSG00000259134.7,ENSG00000259134,LINC00924,NA
ENSG00000259138.1,ENSG00000259138,AL049780.2,NA
ENSG00000259146.4,ENSG00000259146,AC005476.2,NA
ENSG00000259153.2,ENSG00000259153,AC004816.1,NA
ENSG00000259156.7,ENSG00000259156,CHEK2P2,NA
ENSG00000259158.4,ENSG00000259158,ADAM20P1,NA
ENSG00000259162.1,ENSG00000259162,AL355075.5,NA
ENSG00000259163.2,ENSG00000259163,AL096869.2,NA
ENSG00000259165.1,ENSG00000259165,DDX18P1,NA
ENSG00000259169.1,ENSG00000259169,GNRHR2P1,NA
ENSG00000259172.1,ENSG00000259172,AC023024.1,NA
ENSG00000259182.5,ENSG00000259182,AC019254.1,NA
ENSG00000259200.2,ENSG00000259200,AC068722.1,NA
ENSG00000259205.2,ENSG00000259205,PRKXP1,NA
ENSG00000259207.9,ENSG00000259207,ITGB3,NA
ENSG00000259209.3,ENSG00000259209,AC004943.1,NA
ENSG00000259211.1,ENSG00000259211,AC013356.2,NA
ENSG00000259212.1,ENSG00000259212,AC103739.1,NA
ENSG00000259215.1,ENSG00000259215,AC027237.2,NA
ENSG00000259219.1,ENSG00000259219,AC084855.2,NA
ENSG00000259224.2,ENSG00000259224,SLC35G6,NA
ENSG00000259225.7,ENSG00000259225,LINC02345,NA
ENSG00000259230.1,ENSG00000259230,LINC02323,NA
ENSG00000259235.2,ENSG00000259235,AC066612.1,NA
ENSG00000259236.1,ENSG00000259236,GOLGA8VP,NA
ENSG00000259244.1,ENSG00000259244,AC048382.2,NA
ENSG00000259245.2,ENSG00000259245,LINC02853,NA
ENSG00000259248.7,ENSG00000259248,USP3-AS1,NA
ENSG00000259250.1,ENSG00000259250,AC018904.1,NA
ENSG00000259251.2,ENSG00000259251,AC104590.1,NA
ENSG00000259275.4,ENSG00000259275,AC087477.2,NA
ENSG00000259278.2,ENSG00000259278,AC087878.1,NA
ENSG00000259283.2,ENSG00000259283,AC109462.1,NA
ENSG00000259285.1,ENSG00000259285,AC025431.1,NA
ENSG00000259286.3,ENSG00000259286,AC087639.1,NA
ENSG00000259287.2,ENSG00000259287,AC010809.1,NA
ENSG00000259291.2,ENSG00000259291,ZNF710-AS1,NA
ENSG00000259293.1,ENSG00000259293,LIPC-AS1,NA
ENSG00000259295.6,ENSG00000259295,CSPG4P12,NA
ENSG00000259305.6,ENSG00000259305,ZHX1-C8orf76,NA
ENSG00000259315.1,ENSG00000259315,ACTG1P17,NA
ENSG00000259318.1,ENSG00000259318,HMGN1P1,NA
ENSG00000259319.1,ENSG00000259319,AF111167.2,NA
ENSG00000259321.1,ENSG00000259321,AL136295.2,NA
ENSG00000259322.1,ENSG00000259322,AC090607.1,NA
ENSG00000259326.1,ENSG00000259326,AC116158.1,NA
ENSG00000259330.3,ENSG00000259330,INAFM2,NA
ENSG00000259337.4,ENSG00000259337,IGHV1OR15-2,NA
ENSG00000259341.2,ENSG00000259341,AC015660.1,NA
ENSG00000259342.1,ENSG00000259342,AC025580.1,NA
ENSG00000259343.7,ENSG00000259343,TMC3-AS1,NA
ENSG00000259345.7,ENSG00000259345,AC013652.1,NA
ENSG00000259347.7,ENSG00000259347,AC087482.1,NA
ENSG00000259349.2,ENSG00000259349,AC011921.1,NA
ENSG00000259353.1,ENSG00000259353,AC090515.4,NA
ENSG00000259354.5,ENSG00000259354,AC025580.2,NA
ENSG00000259359.2,ENSG00000259359,AC012409.1,NA
ENSG00000259363.6,ENSG00000259363,AC090825.1,NA
ENSG00000259364.1,ENSG00000259364,AC013356.3,NA
ENSG00000259366.1,ENSG00000259366,AC108449.2,NA
ENSG00000259370.2,ENSG00000259370,AC103740.1,NA
ENSG00000259374.2,ENSG00000259374,NDUFB4P11,NA
ENSG00000259376.1,ENSG00000259376,AC090907.1,NA
ENSG00000259379.1,ENSG00000259379,MTND5P32,NA
ENSG00000259381.2,ENSG00000259381,AC090695.1,NA
ENSG00000259397.3,ENSG00000259397,AC021231.2,NA
ENSG00000259404.5,ENSG00000259404,EFL1P1,NA
ENSG00000259405.1,ENSG00000259405,ISCA1P4,NA
ENSG00000259407.1,ENSG00000259407,AC021739.2,NA
ENSG00000259408.2,ENSG00000259408,AC010809.2,NA
ENSG00000259417.3,ENSG00000259417,CTXND1,NA
ENSG00000259422.1,ENSG00000259422,AC091100.1,NA
ENSG00000259424.1,ENSG00000259424,IRAIN,NA
ENSG00000259425.5,ENSG00000259425,AC011767.1,NA
ENSG00000259426.6,ENSG00000259426,AC027237.3,NA
ENSG00000259429.5,ENSG00000259429,UBE2Q2P2,NA
ENSG00000259430.2,ENSG00000259430,CERS3-AS1,NA
ENSG00000259431.6,ENSG00000259431,THTPA,NA
ENSG00000259433.2,ENSG00000259433,AC051619.2,NA
ENSG00000259436.1,ENSG00000259436,AC010247.2,NA
ENSG00000259438.1,ENSG00000259438,MAPK6-DT,NA
ENSG00000259439.2,ENSG00000259439,LINC01833,NA
ENSG00000259444.1,ENSG00000259444,AL161669.1,NA
ENSG00000259446.6,ENSG00000259446,AC055874.1,NA
